n,ccr,shape,P,outdeg,rep,algo,makespan,energy,cost,reliability,load_balance
10,0.8,1,16,-1,1,HEFT,25.126374906345028,6545.423675731887,0.00022237205345137495,0.9999599738314473,4.766934818311312
10,0.8,1,16,-1,1,GA,24.34083433106516,6402.997820779845,0.00022345705803815695,0.999959778538458,3.330646454306632
10,0.8,1,16,-1,2,HEFT,23.700200862921946,6306.49153449129,0.00022688022852845936,0.9999591623927426,4.987532159204605
10,0.8,1,16,-1,2,GA,26.924867085180182,7126.555022035305,0.0002528398632662416,0.9999544898602296,2.9634357920590797
10,0.8,1,32,-1,1,HEFT,20.69669932215537,9378.890712370123,0.00018492999646801806,0.999966713154655,3.151872585676601
10,0.8,1,32,-1,1,GA,23.195229562131424,10640.305763856777,0.0002239454279067586,0.9999596906354212,2.180439201222829
10,0.8,1,32,-1,2,HEFT,19.548849529917984,8887.283781145472,0.00017836247566627484,0.9999678952697479,2.0548463338282144
10,0.8,1,32,-1,2,GA,21.908707123321417,9950.736931820504,0.00019868131737274926,0.9999642380023482,2.011963878513629
10,0.8,2,4,-1,0,HEFT,14.198011726490298,2654.179690740953,0.00025486758758002824,0.9999541248865308,1.7292429509304295
10,0.8,2,4,-1,0,GA,19.55558530686844,2730.29216642329,0.0002314759782549877,0.9999583351919163,6.488944739714461
10,0.8,2,4,-1,1,HEFT,13.742617098976053,2385.0244111511797,0.00022291715638247142,0.9999598757168516,1.994702692021668
10,0.8,2,4,-1,1,GA,14.474496753357634,2134.3660840923167,0.00018599357105053617,0.9999665217176208,5.417901621539442
10,0.8,2,4,-1,2,HEFT,15.27447227087486,2726.613127028293,0.000257550188375491,0.9999536420406557,1.6312354086993512
10,0.8,2,4,-1,2,GA,17.580376022497482,2665.2890039714052,0.00023532699675601115,0.9999576420377077,2.522363010466801
10,0.8,2,8,-1,0,HEFT,12.04045807031008,2937.0319052498817,0.00023012247164084162,0.9999585788129857,4.162082553634382
10,0.8,2,8,-1,0,GA,11.919298079798946,2768.4190866500576,0.00020984062932679056,0.9999622294000483,4.457647954895019
10,0.8,2,8,-1,1,HEFT,12.985544819956939,2521.9604599608097,0.00016477366372673688,0.9999703411803609,3.559549650924993
10,0.8,2,8,-1,1,GA,12.985544819956939,2527.7547124615826,0.0001655222751609453,0.9999702064343085,2.528605989336386
10,0.8,2,8,-1,2,HEFT,14.369370442000658,2993.5916468316973,0.00020854419695085717,0.9999624627490893,3.8829127364672873
10,0.8,2,8,-1,2,GA,13.148454525437618,2768.5333490362964,0.00019461004064525646,0.9999649708062204,4.68412988163725
10,0.8,2,16,-1,0,HEFT,10.097903156784882,3249.759493207921,0.00016937494665442165,0.9999695129743408,3.095948102858971
10,0.8,2,16,-1,0,GA,11.58237570419477,3688.7477991627275,0.00018926765684203252,0.9999659324020821,1.7431158787351009
10,0.8,2,16,-1,1,HEFT,11.867477614311689,3754.182857661,0.00019064950332211314,0.9999656836782205,3.0449077833781337
10,0.8,2,16,-1,1,GA,12.172954472576883,3781.59835740733,0.00018661383703779956,0.9999664100734874,2.6060447022120425
10,0.8,2,16,-1,2,HEFT,14.96718941014228,4623.630136503536,0.00022608911753956303,0.9999593047869155,3.732966694799913
10,0.8,2,16,-1,2,GA,14.96718941014228,4884.803580972175,0.0002598324566181985,0.9999532312515007,3.307236344337636
10,0.8,2,32,-1,0,HEFT,8.257035328424251,4256.896929028518,0.0001403353182058921,0.9999747399617631,1.8454344004798775
10,0.8,2,32,-1,0,GA,11.267853079440226,5541.989664135201,0.0001569940673940768,0.999971741467149,1.7213673371035374
10,0.8,2,32,-1,1,HEFT,10.509186313585245,5412.316338091114,0.00017787968910521694,0.9999679821685429,2.4873651187288908
10,0.8,2,32,-1,1,GA,12.208006271159613,6254.859364900695,0.00020245283679268784,0.9999635591533611,2.0018848920029257
10,0.8,2,32,-1,2,HEFT,10.280170045204784,5094.972443597315,0.0001482412333641703,0.9999733169339937,1.866641918165932
10,0.8,2,32,-1,2,GA,11.630800280815698,5751.7888598971585,0.00016609322378086956,0.9999701036666238,1.5033455490497694
